Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
3/24/17,"Place in Valdezarza, Madrid",2017-03-24T00:00:00+01:00,2017-03-24T11:55:37+01:00,42937,40.461239,-3.7093455,,
3/24/17,"Place in Ciudad Universitaria, Madrid",2017-03-24T11:59:20+01:00,2017-03-24T12:04:30+01:00,310,40.45713,-3.7118128,,
3/24/17,"Place in El Viso, Madrid",2017-03-24T12:23:44+01:00,2017-03-24T19:52:00+01:00,26896,40.439992,-3.6893769,,
3/24/17,"Place in Valdezarza, Madrid",2017-03-24T20:08:40+01:00,2017-03-24T21:13:07+01:00,3867,40.461239,-3.7093455,,
3/24/17,"Place in Ciudad Universitaria, Madrid",2017-03-24T21:21:55+01:00,2017-03-24T22:32:59+01:00,4264,40.457489,-3.7116869,,
3/24/17,"Place in Valdezarza, Madrid",2017-03-24T22:42:51+01:00,2017-03-25T00:00:00+01:00,4629,40.461239,-3.7093455,,
